,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
542,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
543,Portugal,Groups,0,0,No Deposit,0,Transient,A,0,1,0
544,Portugal,Groups,25,0,Non Refund,0,Transient,A,0,0,1
545,Portugal,Direct,0,3,No Deposit,0,Transient,F,1,0,0
549,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
550,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
553,Portugal,Online TA,0,2,No Deposit,0,Transient-Party,A,0,0,0
556,Portugal,Online TA,1,0,No Deposit,0,Transient,A,0,0,1
557,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
559,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
561,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
564,Portugal,Direct,1,0,No Deposit,0,Transient,B,0,0,1
565,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
568,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
570,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
571,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
572,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
575,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,0,0
577,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,1,0
578,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
579,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
580,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,4,1
585,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,1,0,0
588,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
589,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,0,1
590,Portugal,Corporate,2,0,No Deposit,0,Transient,A,1,2,0
591,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
592,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,0,0
601,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
605,Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,2,0
606,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
607,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
608,Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
610,Portugal,Online TA,1,0,No Deposit,0,Transient,G,0,0,1
615,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
618,Portugal,Groups,0,0,Non Refund,57,Transient,A,0,0,1
619,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
620,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
624,Portugal,Corporate,1,0,No Deposit,0,Transient-Party,A,0,0,1
625,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
626,Portugal,Direct,0,1,No Deposit,0,Transient,D,0,1,0
627,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
629,Portugal,Complementary,0,0,No Deposit,0,Transient,A,0,0,0
630,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
631,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
632,Portugal,Direct,0,1,No Deposit,0,Transient,B,0,1,0
634,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
635,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
637,Portugal,Corporate,0,2,Non Refund,0,Transient-Party,A,0,0,1
639,Non Portugal,Online TA,0,1,No Deposit,0,Transient,H,1,3,0
640,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
643,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
646,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
648,Portugal,Groups,0,0,Refundable,0,Transient-Party,A,0,0,1
650,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
653,Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
655,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
656,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
658,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
661,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
663,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,1,0
664,Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,0
666,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
669,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,D,0,0,0
670,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,A,0,2,0
672,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
673,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
675,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
676,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,0,0
677,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
680,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,G,0,2,0
681,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
683,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,1
684,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,3,0
685,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,0,0
686,Non Portugal,Direct,0,1,No Deposit,0,Transient,G,0,3,0
687,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,2,0
690,Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,1,0
691,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
693,Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
694,Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
699,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
700,Portugal,Online TA,0,1,No Deposit,0,Transient-Party,D,0,1,0
701,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
703,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,D,0,0,0
704,Portugal,Corporate,0,0,No Deposit,0,Transient,A,0,1,0
706,Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,1
710,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
711,Non Portugal,Direct,0,2,No Deposit,0,Transient,D,0,2,0
713,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
714,Portugal,Corporate,3,0,No Deposit,0,Transient,A,0,0,0
715,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
719,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
720,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
722,Portugal,Corporate,0,2,No Deposit,0,Transient,A,1,1,0
725,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
726,Portugal,Corporate,0,2,No Deposit,0,Transient,A,0,0,0
729,Non Portugal,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
730,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
731,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
732,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,1,0,0
735,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
742,Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,A,0,0,1
743,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,0,0
744,Non Portugal,Groups,0,0,No Deposit,259,Transient-Party,A,0,0,0
745,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
746,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
749,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
750,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
751,Portugal,Online TA,1,0,No Deposit,0,Contract,F,0,1,1
752,Non Portugal,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
755,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,2,1
759,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
760,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,0,0
762,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,1
765,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
766,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,1
767,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
769,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,1,3,0
770,Non Portugal,Direct,0,3,No Deposit,0,Transient,D,0,0,0
773,Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
777,Portugal,Corporate,0,0,No Deposit,0,Transient,D,1,1,0
778,Non Portugal,Direct,0,0,No Deposit,0,Transient,C,0,1,0
781,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,3,0
785,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,B,0,0,0
788,Portugal,Direct,0,0,No Deposit,0,Group,A,0,1,0
789,Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,2,1,0
791,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
796,Non Portugal,Groups,0,0,Non Refund,0,Transient,A,0,0,1
798,Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,0
799,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
801,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
802,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,1,0
803,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
807,Portugal,Direct,0,0,No Deposit,0,Transient,D,0,0,0
808,Portugal,Offline TA/TO,1,0,Non Refund,50,Transient,A,0,0,1
810,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
812,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,1,1,0
816,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,E,0,3,0
817,Portugal,Direct,0,1,No Deposit,0,Transient,D,1,2,0
819,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
820,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,0,0
822,Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,H,0,0,0
825,Portugal,Groups,1,0,Non Refund,17,Transient,A,0,0,1
826,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
827,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
832,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,1,2,0
833,Portugal,Corporate,0,1,No Deposit,0,Transient,A,0,0,1
834,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
835,Portugal,Direct,0,1,No Deposit,0,Group,E,0,0,0
836,Portugal,Groups,0,0,No Deposit,0,Transient-Party,D,0,1,0
837,Non Portugal,Online TA,0,0,No Deposit,0,Transient,H,0,0,0
838,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
844,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,0,0
845,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
847,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,A,0,1,1
849,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,1
850,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
851,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
863,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
864,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,1,0
871,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,0,1
872,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
874,Non Portugal,Direct,0,0,No Deposit,0,Transient,B,0,1,0
878,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,1,0
880,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
883,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
886,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
887,Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
890,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
892,Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
893,Portugal,Direct,0,0,No Deposit,0,Transient,E,1,1,0
896,Non Portugal,Direct,0,1,No Deposit,0,Transient,G,0,0,0
899,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,0
901,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
902,Portugal,Direct,0,0,No Deposit,0,Transient,F,0,1,0
903,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
908,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
912,Portugal,Direct,0,1,No Deposit,0,Transient,C,0,2,0
913,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
916,Portugal,Direct,0,0,No Deposit,0,Transient,H,1,0,0
917,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
920,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,0,0
921,Non Portugal,Online TA,0,2,No Deposit,0,Transient,F,0,2,0
922,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
924,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
925,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
928,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,1
930,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
934,Non Portugal,Corporate,0,2,No Deposit,0,Transient,A,0,1,0
937,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
938,Portugal,Groups,0,0,Non Refund,32,Transient,A,0,0,1
943,Non Portugal,Groups,0,4,No Deposit,0,Transient-Party,A,1,0,0
945,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
947,Non Portugal,Online TA,0,0,No Deposit,0,Contract,D,0,2,0
951,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
952,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,0,1
955,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,1,1,0
958,Non Portugal,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
962,Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,0,1
966,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
967,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
969,Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,2,0
970,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
971,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
976,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
979,Portugal,Direct,0,0,No Deposit,0,Transient,G,0,1,0
982,Portugal,Groups,0,1,Non Refund,0,Transient,H,0,0,1
985,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
986,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
987,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
988,Non Portugal,Online TA,0,0,No Deposit,0,Contract,F,0,2,0
989,Portugal,Online TA,0,1,No Deposit,0,Transient,E,1,1,0
991,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
993,Non Portugal,Direct,0,1,No Deposit,0,Transient,E,0,0,0
996,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
998,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,D,1,0,0
999,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
1005,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
1008,Portugal,Direct,0,0,No Deposit,0,Transient,E,0,2,0
1014,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
1015,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
1016,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,2,0
1017,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
1019,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
1021,Non Portugal,Groups,1,0,Non Refund,0,Transient,A,0,0,1
1022,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
1023,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
1027,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,0
1030,Portugal,Corporate,0,0,No Deposit,0,Transient,A,0,2,0
1031,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
1033,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,0,1,0
1035,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
1036,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
1037,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
1040,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,2,1
1044,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,2,1,0
1045,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
1047,Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,0
1049,Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,2,0
1051,Non Portugal,Direct,0,1,No Deposit,0,Transient,E,0,1,1
1053,Portugal,Complementary,0,0,No Deposit,0,Transient,G,1,2,0
1054,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,1,0
1056,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
1059,Non Portugal,Direct,0,1,No Deposit,0,Transient,E,0,1,0
1063,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
1064,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
1065,Non Portugal,Online TA,0,0,Non Refund,0,Transient-Party,B,0,0,0
1067,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
1068,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
1069,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
1071,Portugal,Corporate,1,0,No Deposit,0,Transient,A,0,1,0
1076,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
1077,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
1078,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
1082,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
1094,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
1095,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
1096,Non Portugal,Offline TA/TO,0,0,No Deposit,43,Transient-Party,A,0,1,0
1097,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
1099,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
1100,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
1111,Non Portugal,Groups,0,3,No Deposit,0,Transient-Party,E,0,0,0
1113,Non Portugal,Groups,0,1,No Deposit,75,Transient-Party,A,0,0,0
1116,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,2,0
1117,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,2,0
1118,Portugal,Direct,0,1,No Deposit,0,Transient,F,0,0,0
1120,Portugal,Online TA,0,0,No Deposit,0,Transient,H,0,0,0
1122,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
1123,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
1124,Portugal,Online TA,0,0,No Deposit,0,Transient,H,1,0,0
1128,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
1130,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,1,0,0
1133,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
1134,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,0,1,0
1135,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
1137,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,0,0
1140,Portugal,Direct,0,0,No Deposit,0,Transient,A,1,0,0
1146,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
1147,Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
1149,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,1
1150,Portugal,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,0
1151,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
1153,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
1156,Portugal,Offline TA/TO,0,0,Non Refund,69,Transient,A,0,0,1
1157,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
1160,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
1161,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
1176,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
1179,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
1182,Portugal,Offline TA/TO,1,0,Non Refund,44,Transient,A,0,0,1
1183,Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
1186,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
1187,Non Portugal,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
1188,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
1192,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
1193,Portugal,Complementary,0,0,No Deposit,0,Transient,A,0,1,0
1194,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,1,0,0
1195,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
1196,Portugal,Direct,0,3,No Deposit,0,Transient,C,0,1,0
1198,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
1199,Portugal,Groups,0,0,No Deposit,0,Transient,A,0,0,0
1205,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
1206,Non Portugal,Online TA,0,1,No Deposit,0,Transient-Party,D,0,1,0
1207,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
1211,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
1212,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Contract,D,0,1,0
1213,Portugal,Direct,0,1,No Deposit,0,Transient,E,0,1,1
1216,Portugal,Groups,1,0,Non Refund,22,Transient,A,0,0,1
1218,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,1,0
1221,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
1223,Non Portugal,Offline TA/TO,0,0,No Deposit,44,Transient-Party,A,0,0,0
1237,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
1241,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,0
1242,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,0,0
1246,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,1,2,0
1247,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
1249,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
1250,Non Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
1257,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
1258,Non Portugal,Groups,0,0,No Deposit,0,Group,A,0,0,0
1260,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
1263,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,1,0,0
1266,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
1268,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
1269,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
1271,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
1272,Portugal,Online TA,0,2,No Deposit,0,Transient,D,1,1,0
1274,Portugal,Corporate,0,0,No Deposit,0,Transient,D,0,1,0
1276,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
1277,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
1278,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
1279,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
1282,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,1
1290,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
1291,Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
1292,Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,1
1293,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,C,1,0,0
1294,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
1295,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,1
1296,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
1306,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
1307,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
1309,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
1310,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,0
1311,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
1313,Portugal,Direct,0,0,No Deposit,0,Transient,F,0,2,0
1316,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
1320,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
1325,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
1326,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
1327,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
1329,Portugal,Groups,0,0,No Deposit,113,Transient-Party,E,0,1,0
1331,Non Portugal,Direct,0,3,No Deposit,0,Transient-Party,B,0,1,0
1332,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
1333,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
1335,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
